5
5
0.7;0.7;0.7;1;1;1;0.7;1;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
1.2;1.2;1.2;1;1;1;1.2;1.2;1.2;1.2;1.2;1.2;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
0.7;0.7;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;1;1;1;1
